Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CDK4		12q14.1	HOMDEL	92	20261	0.5%	Yes
KNDC1		10q26.3	HOMDEL	512	20261	2.5%	No
XPO1		2p15	HOMDEL	93	20261	0.5%	Yes
FMR1		Xq27.3	HOMDEL	388	20261	1.9%	No
MYH9		22q12.3	AMP	280	20261	1.4%	Yes
ABCA10		17q24.3	HOMDEL	40	20261	0.2%	No
EFHD1		2q37.1	AMP	125	20261	0.6%	No
TMEM132D		12q24.33	AMP	223	20261	1.1%	No
DISC1FP1		11q14.3	AMP	128	20261	0.6%	No
CEP290		12q21.32	HOMDEL	77	20261	0.4%	No
IFI16		1q23.1	AMP	485	20261	2.4%	No
XPO4		13q12.11	AMP	228	20261	1.1%	No
PLAG1		8q12.1	HOMDEL	186	20261	0.9%	Yes
EMSY		11q13.5	HOMDEL	147	20261	0.7%	Yes
MAPRE1		20q11.21	AMP	704	20261	3.5%	No
IL15RA		10p15.1	HOMDEL	315	20261	1.6%	No
ENTPD1		10q24.1	AMP	50	20261	0.2%	No
YAP1		11q22.1	AMP	507	20261	2.5%	Yes
WNK2		9q22.31	HOMDEL	175	20261	0.9%	No
FBXW7		4q31.3	HOMDEL	413	20261	2.0%	Yes
C7		5p13.1	HOMDEL	45	20261	0.2%	No
PHOX2B		4p13	HOMDEL	293	20261	1.4%	Yes
MTSS1		8q24.13	AMP	1344	20261	6.6%	No
KIAA1671		22q11.23	HOMDEL	266	20261	1.3%	No
NUP210		3p25.1	HOMDEL	199	20261	1.0%	No
LINC00378		13q21.2	HOMDEL	396	20261	2.0%	No
GALK2		15q21.1-q21.2	HOMDEL	187	20261	0.9%	No
ENPP1		6q23.2	AMP	152	20261	0.8%	No
PDCD1LG2		9p24.1	HOMDEL	892	20261	4.4%	Yes
FGF23		12p13.32	HOMDEL	201	20261	1.0%	Yes
CDS2		20p12.3	AMP	466	20261	2.3%	No
ANOS1		Xp22.31	AMP	253	20261	1.2%	No
NBPF10		1q21.1	AMP	5	20261	<0.1%	No
ZNRF3		22q12.1	AMP	238	20261	1.2%	Yes
POLQ		3q13.33	AMP	204	20261	1.0%	Yes
LINC01722		20p12.1	AMP	469	20261	2.3%	No
CANX		5q35.3	AMP	341	20261	1.7%	No
KCNMA1		10q22.3	HOMDEL	407	20261	2.0%	No
CHODL		21q21.1	AMP	195	20261	1.0%	No
CDKN2A		9p21.3	AMP	306	20261	1.5%	Yes
FUT8		14q23.3	AMP	104	20261	0.5%	No
TNFAIP3		6q23.3	AMP	262	20261	1.3%	Yes
SPON1		11p15.2	AMP	116	20261	0.6%	No
LIFR-AS1		5p13.1	HOMDEL	45	20261	0.2%	No
ZNF516		18q23	AMP	228	20261	1.1%	No
VPS4B		18q21.33	AMP	113	20261	0.6%	No
CTNNA3		10q21.3	HOMDEL	371	20261	1.8%	No
CYP39A1		6p12.3	HOMDEL	97	20261	0.5%	No
SLC2A13		12q12	AMP	278	20261	1.4%	No
ARMC8		3q22.3	AMP	260	20261	1.3%	No
CD164		6q21	AMP	131	20261	0.6%	No
BUD31		7q22.1	AMP	782	20261	3.9%	No
EHBP1		2p15	HOMDEL	32	20261	0.2%	No
UGT1A8		2q37.1	AMP	140	20261	0.7%	No
ARHGAP42		11q22.1	HOMDEL	214	20261	1.1%	No
CNGA1		4p12	HOMDEL	98	20261	0.5%	No
PRR5L		11p13-p12	AMP	165	20261	0.8%	No
BRINP1		9q33.1	HOMDEL	188	20261	0.9%	No
SIAE		11q24.2	HOMDEL	209	20261	1.0%	No
KDSR		18q21.33	AMP	215	20261	1.1%	Yes
EPHB1		3q22.2	HOMDEL	253	20261	1.2%	Yes
USP7		16p13.2	HOMDEL	53	20261	0.3%	No
TSKU		11q13.5	AMP	206	20261	1.0%	No
VPS13C		15q22.2	HOMDEL	171	20261	0.8%	No
IQCB1		3q13.33|3q21.1	AMP	206	20261	1.0%	No
REPS1		6q24.1	AMP	148	20261	0.7%	No
ENPP3		6q23.2	AMP	82	20261	0.4%	No
LRFN5		14q21.1	HOMDEL	208	20261	1.0%	No
LINC01478		18q12.3	AMP	100	20261	0.5%	No
DNM3		1q24.3	HOMDEL	31	20261	0.2%	No
INTS10		8p21.3	HOMDEL	490	20261	2.4%	No
RP1L1		8p23.1	HOMDEL	319	20261	1.6%	No
NEO1		15q24.1	AMP	90	20261	0.4%	No
KCTD5		16p13.3	AMP	283	20261	1.4%	No
IGFBP2		2q35	HOMDEL	71	20261	0.4%	No
ST8SIA2		15q26.1	HOMDEL	132	20261	0.7%	No
FSTL4		5q31.1	HOMDEL	163	20261	0.8%	No
BZW2		7p21.1	AMP	973	20261	4.8%	No
ANKRD26P3		13q12.11	HOMDEL	290	20261	1.4%	No
NRIP1		21q11.2-q21.1	HOMDEL	274	20261	1.4%	No
LUC7L2		7q34	HOMDEL	51	20261	0.3%	No
NDUFAF6		8q22.1	HOMDEL	58	20261	0.3%	No
PRKAG2		7q36.1	HOMDEL	132	20261	0.7%	No
CDKN1B		12p13.1	AMP	697	20261	3.4%	Yes
EYS		6q12	HOMDEL	375	20261	1.9%	No
SQLE		8q24.13	HOMDEL	40	20261	0.2%	No
ATG16L1		2q37.1	HOMDEL	148	20261	0.7%	No
GAD2		10p12.1	HOMDEL	376	20261	1.9%	No
FOXA1		14q21.1	HOMDEL	402	20261	2.0%	Yes
IL18R1		2q12.1	HOMDEL	37	20261	0.2%	No
TRAF5		1q32.3	HOMDEL	41	20261	0.2%	Yes
PDGFRB		5q32	HOMDEL	270	20261	1.3%	Yes
DNAH17		17q25.3	AMP	395	20261	1.9%	No
TNIP1		5q33.1	HOMDEL	133	20261	0.7%	No
CES5A		16q12.2	HOMDEL	227	20261	1.1%	No
LINC00709		10p14	AMP	255	20261	1.3%	No
CDKN1C		11p15.4	AMP	96	20261	0.5%	Yes
ITGB2		21q22.3	AMP	306	20261	1.5%	No
MAN2B2		4p16.1	AMP	168	20261	0.8%	No
KIF1B		1p36.22	HOMDEL	389	20261	1.9%	No
LINC01214		3q25.1	AMP	280	20261	1.4%	No
RNF149		2q11.2	AMP	158	20261	0.8%	No
SKAP1		17q21.32	AMP	329	20261	1.6%	No
FADS1		11q12.2	AMP	112	20261	0.6%	No
KAT6A		8p11.21	HOMDEL	321	20261	1.6%	Yes
DLG2		11q14.1	HOMDEL	305	20261	1.5%	No
TNFRSF14		1p36.32	AMP	352	20261	1.7%	Yes
LINC00299		2p25.1	HOMDEL	165	20261	0.8%	No
GFI1B		9q34.13	AMP	246	20261	1.2%	No
ZNF606		19q13.43	HOMDEL	179	20261	0.9%	No
COL26A1		7q22.1	HOMDEL	73	20261	0.4%	No
SNRPG		2p13.3	HOMDEL	39	20261	0.2%	No
MAP1LC3B2		12q24.22	AMP	191	20261	0.9%	No
LUC7L2		7q34	AMP	930	20261	4.6%	No
RELN		7q22.1	AMP	794	20261	3.9%	Yes
ACOXL		2q13	AMP	168	20261	0.8%	No
TANGO6		16q22.1	HOMDEL	237	20261	1.2%	No
GOSR2		17q21.32	HOMDEL	81	20261	0.4%	No
SPAG16		2q34	AMP	125	20261	0.6%	No
PLEKHG1		6q25.1	HOMDEL	363	20261	1.8%	No
AIFM3		22q11.21	HOMDEL	342	20261	1.7%	No
MAML2		11q21	AMP	483	20261	2.4%	Yes
RAB2A		8q12.1-q12.2	HOMDEL	154	20261	0.8%	No
SRC		20q11.23	AMP	1116	20261	5.5%	Yes
TSHZ1		18q22.3	AMP	219	20261	1.1%	No
RNF149		2q11.2	HOMDEL	32	20261	0.2%	No
ELMO2		20q13.12	AMP	472	20261	2.3%	No
CADM2		3p12.1	HOMDEL	174	20261	0.9%	No
MIR548AZ		8q24.12	AMP	112	20261	0.6%	No
SPTLC2		14q24.3	HOMDEL	202	20261	1.0%	No
LY86		6p25.1	HOMDEL	103	20261	0.5%	No
ROCK2		2p25.1	AMP	222	20261	1.1%	No
FUBP1		1p31.1	HOMDEL	539	20261	2.7%	Yes
PRMT8		12p13.32	HOMDEL	113	20261	0.6%	No
NMNAT3		3q23	AMP	346	20261	1.7%	No
LAMA4		6q21	AMP	76	20261	0.4%	No
ADGRG4		Xq26.3	HOMDEL	170	20261	0.8%	Yes
MYO7A		11q13.5	HOMDEL	132	20261	0.7%	No
TSHZ2		20q13.2	AMP	1458	20261	7.2%	No
MDFI		6p21.1	HOMDEL	78	20261	0.4%	No
EPHB4		7q22.1	AMP	803	20261	4.0%	Yes
PLSCR4		3q24	HOMDEL	110	20261	0.5%	No
CASQ2		1p13.1	HOMDEL	292	20261	1.4%	No
PVT1		8q24.21	AMP	681	20261	3.4%	No
N4BP2L2		13q13.1	HOMDEL	272	20261	1.3%	No
GAB2		11q14.1	HOMDEL	236	20261	1.2%	Yes
PIK3CA		3q26.32	AMP	1008	20261	5.0%	Yes
KCND3		1p13.2	HOMDEL	527	20261	2.6%	No
GLMN		1p22.1	HOMDEL	349	20261	1.7%	No
AURKB		17p13.1	AMP	284	20261	1.4%	Yes
PPP2R1A		19q13.41	AMP	459	20261	2.3%	Yes
PDS5B		13q13.1	HOMDEL	302	20261	1.5%	Yes
STK39		2q24.3	HOMDEL	61	20261	0.3%	No
HHIP		4q31.21	HOMDEL	205	20261	1.0%	No
LRRC7		1p31.1	AMP	207	20261	1.0%	No
FAM19A2		12q14.1	HOMDEL	62	20261	0.3%	No
C4ORF19		4p14	AMP	82	20261	0.4%	No
KLHL6		3q27.1	HOMDEL	153	20261	0.8%	Yes
ITGB2		21q22.3	HOMDEL	137	20261	0.7%	No
PTPRA		20p13	HOMDEL	102	20261	0.5%	No
RSRC2		12q24.31	HOMDEL	75	20261	0.4%	No
PIK3CB		3q22.3	AMP	348	20261	1.7%	Yes
PIEZO1		16q24.3	AMP	243	20261	1.2%	No
OGA		10q24.32	AMP	188	20261	0.9%	No
IL18R1		2q12.1	AMP	153	20261	0.8%	No
EGR1		5q31.2	HOMDEL	99	20261	0.5%	Yes
FMNL2		2q23.3	HOMDEL	64	20261	0.3%	No
OVCH1-AS1		12p11.22	AMP	407	20261	2.0%	No
LRRC4C		11p12	AMP	85	20261	0.4%	No
POLE		12q24.33	HOMDEL	287	20261	1.4%	Yes
GREM1		15q13.3	HOMDEL	230	20261	1.1%	Yes
SOX1-OT		13q34	AMP	374	20261	1.8%	No
NR4A3		9q31.1	AMP	193	20261	1.0%	Yes
NPHP4		1p36.31	HOMDEL	416	20261	2.1%	No
DOT1L		19p13.3	AMP	610	20261	3.0%	Yes
KMT2B		19q13.12	HOMDEL	293	20261	1.4%	Yes
TLR4		9q33.1	HOMDEL	189	20261	0.9%	No
TSHR		14q31.1	AMP	286	20261	1.4%	Yes
SNAP25-AS1		20p12.2	AMP	475	20261	2.3%	No
ARHGAP23		17q12	HOMDEL	117	20261	0.6%	No
NLGN1		3q26.31	AMP	362	20261	1.8%	No
EHD4		15q15.1	AMP	80	20261	0.4%	No
ERG		21q22.2	HOMDEL	209	20261	1.0%	Yes
CUL3		2q36.2	AMP	260	20261	1.3%	Yes
IMPAD1		8q12.1	AMP	758	20261	3.7%	No
FTX		Xq13.2	HOMDEL	389	20261	1.9%	No
FADS1		11q12.2	HOMDEL	97	20261	0.5%	No
MYBL1		8q13.1	HOMDEL	132	20261	0.7%	Yes
ESPL1		12q13.13	HOMDEL	67	20261	0.3%	No
CPA4		7q32.2	HOMDEL	51	20261	0.3%	No
DDC		7p12.2-p12.1	AMP	869	20261	4.3%	No
ETNK1		12p12.1	HOMDEL	105	20261	0.5%	Yes
RCVRN		17p13.1	AMP	155	20261	0.8%	No
FANCI		15q26.1	HOMDEL	131	20261	0.6%	Yes
CMTM8		3p22.3	HOMDEL	224	20261	1.1%	No
FHL2		2q12.2	HOMDEL	39	20261	0.2%	No
KRIT1		7q21.2	HOMDEL	39	20261	0.2%	No
OSBPL6		2q31.2	AMP	160	20261	0.8%	No
PIK3CG		7q22.3	AMP	1397	20261	6.9%	Yes
CHCHD3		7q32.3-q33	AMP	852	20261	4.2%	No
RBMS3		3p24.1	HOMDEL	186	20261	0.9%	No
NSD1		5q35.3	AMP	533	20261	2.6%	Yes
SP140		2q37.1	AMP	100	20261	0.5%	Yes
NPM1		5q35.1	HOMDEL	250	20261	1.2%	Yes
TMPRSS6		22q12.3	AMP	85	20261	0.4%	No
TRAF7		16p13.3	HOMDEL	498	20261	2.5%	Yes
DIO2-AS1		14q31.1	AMP	161	20261	0.8%	No
FGFR3		4p16.3	HOMDEL	518	20261	2.6%	Yes
PLEKHA6		1q32.1	AMP	949	20261	4.7%	No
BIN3		8p21.3	HOMDEL	328	20261	1.6%	No
RAB11FIP4		17q11.2	HOMDEL	137	20261	0.7%	No
RICTOR		5p13.1	AMP	1130	20261	5.6%	Yes
PIK3R1		5q13.1	AMP	316	20261	1.6%	Yes
HEBP1		12p13.1	HOMDEL	144	20261	0.7%	No
MGA		15q15.1	HOMDEL	524	20261	2.6%	Yes
SSBP2		5q14.1	AMP	186	20261	0.9%	No
FOXR2		Xp11.21	HOMDEL	370	20261	1.8%	No
GALNT2		1q42.13	HOMDEL	64	20261	0.3%	No
IL15RA		10p15.1	AMP	164	20261	0.8%	No
CWC15		11q21	AMP	191	20261	0.9%	No
LARGE1		22q12.3	AMP	143	20261	0.7%	No
ZFAT		8q24.22	HOMDEL	71	20261	0.4%	No
RPL10		Xq28	HOMDEL	384	20261	1.9%	Yes
CDS2		20p12.3	HOMDEL	108	20261	0.5%	No
ERBB3		12q13.2	HOMDEL	125	20261	0.6%	Yes
PHIP		6q14.1	AMP	103	20261	0.5%	No
PTPRN2		7q36.3	HOMDEL	223	20261	1.1%	No
PDK1		2q31.1	AMP	312	20261	1.5%	Yes
PIK3R2		19p13.11	AMP	674	20261	3.3%	Yes
RAB11FIP4		17q11.2	AMP	175	20261	0.9%	No
CTNNB1		3p22.1	HOMDEL	413	20261	2.0%	Yes
BCOR		Xp11.4	HOMDEL	538	20261	2.7%	Yes
IL1RAPL1		Xp21.3-p21.2	HOMDEL	167	20261	0.8%	No
KCNMB2-AS1		3q26.32	HOMDEL	82	20261	0.4%	No
HPGDS		4q22.3	HOMDEL	210	20261	1.0%	No
SDCCAG8		1q43-q44	AMP	477	20261	2.4%	No
CALN1		7q11.22	AMP	742	20261	3.7%	No
ADRA1A		8p21.2	HOMDEL	476	20261	2.3%	No
SYK		9q22.2	HOMDEL	355	20261	1.8%	Yes
CCDC60		12q24.23	AMP	240	20261	1.2%	No
GLRA3		4q34.1	HOMDEL	263	20261	1.3%	No
LINC01282		Xp11.4	AMP	252	20261	1.2%	No
ATM		11q22.3	AMP	268	20261	1.3%	Yes
SRSF2		17q25.1	AMP	1041	20261	5.1%	Yes
LUZP2		11p14.3	HOMDEL	187	20261	0.9%	No
PRC1		15q26.1	AMP	177	20261	0.9%	No
SIRPD		20p13	AMP	317	20261	1.6%	No
STAM2		2q23.3	HOMDEL	45	20261	0.2%	No
ITGA11		15q23	HOMDEL	144	20261	0.7%	No
AK5		1p31.1	HOMDEL	205	20261	1.0%	No
IQCB1		3q13.33|3q21.1	HOMDEL	107	20261	0.5%	No
GRIN2A		16p13.2	AMP	436	20261	2.2%	Yes
PTPRN2		7q36.3	AMP	1434	20261	7.1%	No
NT5C2		10q24.32-q24.33	HOMDEL	805	20261	4.0%	Yes
CCAR1		10q21.3	HOMDEL	319	20261	1.6%	No
PTPRQ		12q21.31	AMP	177	20261	0.9%	No
POC5		5q13.3	AMP	108	20261	0.5%	No
IQGAP1		15q26.1	AMP	245	20261	1.2%	Yes
LRRC74B		22q11.21	HOMDEL	261	20261	1.3%	No
CNTNAP2		7q35-q36.1	AMP	1474	20261	7.3%	No
MLH3		14q24.3	HOMDEL	492	20261	2.4%	Yes
ERCC1		19q13.32	AMP	274	20261	1.4%	Yes
MIR3681HG		2p24.3	AMP	218	20261	1.1%	No
MYO5C		15q21.2	AMP	69	20261	0.3%	No
TRAPPC9		8q24.3	AMP	1209	20261	6.0%	No
GRIK4		11q23.3	AMP	157	20261	0.8%	No
GUCY2D		17p13.1	AMP	177	20261	0.9%	No
RELA		11q13.1	AMP	493	20261	2.4%	No
WDR70		5p13.2	HOMDEL	82	20261	0.4%	No
LRFN2		6p21.2-p21.1	AMP	418	20261	2.1%	No
SLC2A13		12q12	HOMDEL	78	20261	0.4%	No
ERICH1		8p23.3	AMP	263	20261	1.3%	No
ID3		1p36.12	AMP	210	20261	1.0%	Yes
CCDC6		10q21.2	AMP	129	20261	0.6%	Yes
ST6GALNAC3		1p31.1	AMP	123	20261	0.6%	No
ACTN4		19q13.2	AMP	466	20261	2.3%	No
CDH3		16q22.1	HOMDEL	270	20261	1.3%	No
FBXL7		5p15.1	AMP	737	20261	3.6%	No
LRRC7		1p31.1	HOMDEL	505	20261	2.5%	No
MN1		22q12.1	AMP	203	20261	1.0%	Yes
SRPK2		7q22.3	AMP	669	20261	3.3%	No
DNAJB8-AS1		3q21.3	AMP	402	20261	2.0%	No
ERCC2		19q13.32	AMP	606	20261	3.0%	Yes
RIPK3		14q12	AMP	206	20261	1.0%	No
CALN1		7q11.22	HOMDEL	39	20261	0.2%	No
EPHA2		1p36.13	AMP	124	20261	0.6%	No
NSUN6		10p12.31	HOMDEL	374	20261	1.8%	No
ZNF451		6p12.1	HOMDEL	95	20261	0.5%	No
AMBRA1		11p11.2	AMP	383	20261	1.9%	No
AP4S1		14q12	HOMDEL	159	20261	0.8%	No
HRAS		11p15.5	AMP	208	20261	1.0%	Yes
SOS1		2p22.1	HOMDEL	107	20261	0.5%	Yes
DDR1		6p21.33	HOMDEL	93	20261	0.5%	Yes
IFT43		14q24.3	HOMDEL	198	20261	1.0%	No
CREBBP		16p13.3	HOMDEL	183	20261	0.9%	Yes
MUTYH		1p34.1	AMP	293	20261	1.4%	Yes
LPP		3q27.3-q28	AMP	560	20261	2.8%	Yes
ERBB3		12q13.2	AMP	729	20261	3.6%	Yes
HMCN1		1q25.3-q31.1	AMP	806	20261	4.0%	No
AGBL1		15q25.3	HOMDEL	281	20261	1.4%	No
TLR4		9q33.1	AMP	160	20261	0.8%	No
DUSP4		8p12	HOMDEL	744	20261	3.7%	Yes
ATP13A5		3q29	HOMDEL	98	20261	0.5%	No
CNOT3		19q13.42	HOMDEL	421	20261	2.1%	Yes
TIFA		4q25	AMP	68	20261	0.3%	No
ARAP2		4p14	HOMDEL	182	20261	0.9%	No
PIK3R1		5q13.1	HOMDEL	363	20261	1.8%	Yes
PSD3		8p22	HOMDEL	486	20261	2.4%	No
ANKRD26P3		13q12.11	AMP	103	20261	0.5%	No
CECR7		22q11.1	HOMDEL	342	20261	1.7%	No
CDH20		18q21.33	AMP	202	20261	1.0%	No
THBS4		5q14.1	HOMDEL	187	20261	0.9%	No
STX18		4p16.3-p16.2	AMP	93	20261	0.5%	No
ERBB4		2q34	AMP	328	20261	1.6%	Yes
RPSAP52		12q14.3	HOMDEL	51	20261	0.3%	No
FBLN2		3p25.1	AMP	126	20261	0.6%	No
HSP90AB1		6p21.1	HOMDEL	178	20261	0.9%	Yes
KMT2C		7q36.1	HOMDEL	135	20261	0.7%	Yes
MYHAS		17p13.1	HOMDEL	292	20261	1.4%	No
PPP6C		9q33.3	AMP	419	20261	2.1%	Yes
SPTA1		1q23.1	HOMDEL	351	20261	1.7%	No
EVI5		1p22.1	HOMDEL	222	20261	1.1%	No
SLCO2A1		3q22.1-q22.2	HOMDEL	120	20261	0.6%	No
GTF3C5		9q34.13	HOMDEL	164	20261	0.8%	No
BACH1		21q21.3	HOMDEL	107	20261	0.5%	No
GGA2		16p12.2	AMP	155	20261	0.8%	No
TBCD		17q25.3	HOMDEL	71	20261	0.4%	No
WIPF1		2q31.1	HOMDEL	46	20261	0.2%	No
RBM10		Xp11.3	HOMDEL	503	20261	2.5%	Yes
ARHGAP15		2q22.2-q22.3	HOMDEL	77	20261	0.4%	No
LINC01104		2q11.2	AMP	167	20261	0.8%	No
ARID1B		6q25.3	AMP	278	20261	1.4%	Yes
DDR1		6p21.33	AMP	387	20261	1.9%	Yes
LINGO1		15q24.3	AMP	91	20261	0.4%	No
FCRL1		1q23.1	HOMDEL	73	20261	0.4%	No
SGCG		13q12.12	HOMDEL	270	20261	1.3%	No
EIF1AX		Xp22.12	AMP	335	20261	1.7%	Yes
ZMAT3		3q26.32	HOMDEL	73	20261	0.4%	No
MIR548H2		16p13.13	HOMDEL	81	20261	0.4%	No
STAT3		17q21.2	HOMDEL	329	20261	1.6%	Yes
EED		11q14.2	HOMDEL	193	20261	1.0%	Yes
MGLL		3q21.3	AMP	215	20261	1.1%	No
NREP		5q22.1	HOMDEL	206	20261	1.0%	No
MIR523		19q13.42	AMP	648	20261	3.2%	No
HSPH1		13q12.3	AMP	231	20261	1.1%	No
CCDC25		8p21.1	HOMDEL	468	20261	2.3%	No
CLPTM1L		5p15.33	AMP	946	20261	4.7%	No
MGST1		12p12.3	HOMDEL	83	20261	0.4%	No
SORBS2		4q35.1	AMP	118	20261	0.6%	No
XPO5		6p21.1	HOMDEL	92	20261	0.5%	No
IGSF11		3q13.32	AMP	242	20261	1.2%	No
TTC39C		18q11.2	AMP	268	20261	1.3%	No
ACOT13		6p22.3	HOMDEL	96	20261	0.5%	No
FAM13A		4q22.1	AMP	70	20261	0.3%	No
CACNA2D1		7q21.11	AMP	797	20261	3.9%	No
RGL1		1q25.3	HOMDEL	28	20261	0.1%	No
TACR1		2p12	AMP	172	20261	0.8%	No
SORBS1		10q24.1	AMP	80	20261	0.4%	No
ERBB2		17q12	AMP	717	20261	3.5%	Yes
NCKAP5		2q21.2	HOMDEL	141	20261	0.7%	No
COBL		7p12.1	HOMDEL	88	20261	0.4%	No
RNF17		13q12.12	AMP	223	20261	1.1%	No
KIF9		3p21.31	AMP	246	20261	1.2%	No
MKLN1		7q32.3	AMP	855	20261	4.2%	No
SOX2-OT		3q26.33	HOMDEL	68	20261	0.3%	No
PDE7B		6q23.3	AMP	119	20261	0.6%	No
CYSLTR2		13q14.2	HOMDEL	479	20261	2.4%	Yes
DACH2		Xq21.2	AMP	33	20261	0.2%	No
PKP2		12p11.21	HOMDEL	59	20261	0.3%	No
WWTR1		3q25.1	HOMDEL	109	20261	0.5%	Yes
TMPRSS4		11q23.3	HOMDEL	231	20261	1.1%	No
ATAD1		10q23.31	AMP	51	20261	0.3%	No
CLIP1		12q24.31	AMP	242	20261	1.2%	Yes
GRIA4		11q22.3	HOMDEL	227	20261	1.1%	No
ELMO1		7p14.2-p14.1	AMP	895	20261	4.4%	No
FLT4		5q35.3	HOMDEL	658	20261	3.2%	Yes
NUP93		16q13	HOMDEL	440	20261	2.2%	Yes
CNTN1		12q12	HOMDEL	85	20261	0.4%	No
NT5M		17p11.2	AMP	96	20261	0.5%	No
IKZF1		7p12.2	AMP	1432	20261	7.1%	Yes
ROCK1		18q11.1	HOMDEL	129	20261	0.6%	No
PRSS38		1q42.13	HOMDEL	53	20261	0.3%	No
ARHGEF18		19p13.2	AMP	424	20261	2.1%	No
FRK		6q22.1	HOMDEL	519	20261	2.6%	No
SH2B3		12q24.12	AMP	457	20261	2.3%	Yes
GRIN2A		16p13.2	HOMDEL	199	20261	1.0%	Yes
HOXB13		17q21.32	HOMDEL	134	20261	0.7%	Yes
LAMA4		6q21	HOMDEL	281	20261	1.4%	No
FGF3		11q13.3	AMP	819	20261	4.0%	Yes
MYC		8q24.21	HOMDEL	104	20261	0.5%	Yes
GNA13		17q24.1	HOMDEL	84	20261	0.4%	Yes
SPIN3		Xp11.21	AMP	27	20261	0.1%	No
FGF3		11q13.3	HOMDEL	315	20261	1.6%	Yes
MYO1D		17q11.2	AMP	249	20261	1.2%	No
LINC00898		22q13.31	HOMDEL	464	20261	2.3%	No
LINC00491		5q21.1	AMP	119	20261	0.6%	No
TERC		3q26.2	HOMDEL	81	20261	0.4%	Yes
GAB2		11q14.1	AMP	553	20261	2.7%	Yes
NAV3		12q21.2	AMP	593	20261	2.9%	No
WNT5A		3p14.3	HOMDEL	202	20261	1.0%	No
C1ORF100		1q44	HOMDEL	59	20261	0.3%	No
MLIP		6p12.1	AMP	201	20261	1.0%	No
RAB5B		12q13.2	HOMDEL	62	20261	0.3%	No
ZNF703		8p11.23	HOMDEL	596	20261	2.9%	Yes
CPNE4		3q22.1	HOMDEL	123	20261	0.6%	No
CLIP1		12q24.31	HOMDEL	90	20261	0.4%	Yes
LINC00486		2p22.3	AMP	213	20261	1.1%	No
SIN3A		15q24.2	HOMDEL	284	20261	1.4%	No
NCOA1		2p23.3	AMP	219	20261	1.1%	Yes
LINC02147		5q23.1	HOMDEL	200	20261	1.0%	No
HS6ST2		Xq26.2	AMP	280	20261	1.4%	No
ETS1		11q24.3	AMP	320	20261	1.6%	Yes
COMMD10		5q23.1	AMP	120	20261	0.6%	No
SLC26A7		8q21.3	AMP	1035	20261	5.1%	No
PTPRG		3p14.2	AMP	92	20261	0.5%	No
SRSF2		17q25.1	HOMDEL	88	20261	0.4%	Yes
NAV2		11p15.1	AMP	200	20261	1.0%	No
DNMT3A		2p23.3	HOMDEL	144	20261	0.7%	Yes
BCL2L12		19q13.33	HOMDEL	191	20261	0.9%	No
PPTC7		12q24.11	HOMDEL	77	20261	0.4%	No
ARHGAP35		19q13.32	AMP	449	20261	2.2%	Yes
ABCB11		2q31.1	AMP	150	20261	0.7%	No
PLAC1		Xq26.3	AMP	228	20261	1.1%	No
BMP7		20q13.31	AMP	850	20261	4.2%	No
ALG5		13q13.3	HOMDEL	292	20261	1.4%	No
LINC00709		10p14	HOMDEL	366	20261	1.8%	No
FAM114A1		4p14	HOMDEL	170	20261	0.8%	No
TBC1D22A		22q13.31	AMP	125	20261	0.6%	No
LINC02389		12q14.3	AMP	321	20261	1.6%	No
IL7R		5p13.2	AMP	1126	20261	5.6%	Yes
ARHGAP25		2p13.3	HOMDEL	38	20261	0.2%	No
B3GALT5-AS1		21q22.2	AMP	297	20261	1.5%	No
LINC00501		3q26.32	AMP	366	20261	1.8%	No
L2HGDH		14q21.3	AMP	229	20261	1.1%	No
BRAF		7q34	HOMDEL	89	20261	0.4%	Yes
UGGT2		13q32.1	AMP	296	20261	1.5%	No
NPHP4		1p36.31	AMP	132	20261	0.7%	No
ENOX1		13q14.11	HOMDEL	396	20261	2.0%	No
PTPRJ		11p11.2	AMP	293	20261	1.4%	No
PRDX3		10q26.11	HOMDEL	440	20261	2.2%	No
TG		8q24.22	HOMDEL	69	20261	0.3%	No
IFI16		1q23.1	HOMDEL	95	20261	0.5%	No
SMYD2		1q32.3	AMP	1248	20261	6.2%	No
DDX41		5q35.3	HOMDEL	257	20261	1.3%	Yes
CSMD3		8q23.3	HOMDEL	99	20261	0.5%	No
PHACTR1		6p24.1	HOMDEL	98	20261	0.5%	No
IGF2		11p15.5	HOMDEL	510	20261	2.5%	Yes
SLC12A2		5q23.3	AMP	129	20261	0.6%	No
BMPR1A		10q23.2	AMP	135	20261	0.7%	Yes
NF2		22q12.2	AMP	337	20261	1.7%	Yes
RHEB		7q36.1	HOMDEL	124	20261	0.6%	Yes
SFMBT2		10p14	AMP	251	20261	1.2%	No
LRRK2		12q12	HOMDEL	130	20261	0.6%	Yes
CRYBG3		3q11.2	AMP	206	20261	1.0%	No
XIAP		Xq25	HOMDEL	381	20261	1.9%	Yes
PPP3CA		4q24	AMP	45	20261	0.2%	No
ZNF605		12q24.33	HOMDEL	141	20261	0.7%	No
PTPRK		6q22.33	AMP	301	20261	1.5%	Yes
ASH2L		8p11.23	HOMDEL	580	20261	2.9%	No
PPARGC1A		4p15.2	AMP	140	20261	0.7%	No
BMPR1B		4q22.3	AMP	109	20261	0.5%	No
FGGY		1p32.1	HOMDEL	530	20261	2.6%	No
